Address,City,State,Zip,InstitutionName,AUTO_UNIQUE_ID_2013-07-21_nicholasdelrio_institutions,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPrimaryIdValue,FPostOfficeBoxNumber,FPrimaryIdField,FGeometrySRID,FPostOfficeBoxType,FPreType,FPreArticle,FPostArticle
1399 HYDE PARK ROAD, SANTA FE, NM,875018943, Santa Fe Institute,1447,USCGeocoder,203.1289,1,4.01,,9952921a-cdc3-4c22-acdc-45d8968e5297,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9094.481311,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,35.6928209,-105.9240618,Exact,TwoThousandTen,70500,7490,,92820,0,42140,1021,1,1.01,49,35,2,ResidenceZIPPlus4,,,,,,,,,,,,,87501,,,,8943,,,,,,,,,,,,,,1399,,,HYDE PARK,RD,,,,,,SANTA FE,NM,87501,,,,8943,,,,,,,,,,,,,,,,,NM,87501,,,,8943,,,,,,,,9094.48,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,169385378,,tlid,0,,,,
830 Westview Drive S W, Atlanta, GA,303143773, Morehouse College,1448,USCGeocoder,390.6325,1,4.01,,3d994f02-161b-48a0-a3e1-309233359dca,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,88073.01709,ArealInterpolationGeometricCentroid,Parcel,94.67455621,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,33.74811553,-84.41556219,Relaxed;Soundex,TwoThousandTen,4000,520,,90144,0,12060,1032,1,38,121,13,1,ResidenceStreetAddress,830,,,WESTVIEW S,DR,W,,,,,Atlanta,GA,30314,,,,3773,,,,,,830 Westview Drive S W,,,,,,,,830,,,WESTVIEW S,DR,W,,,,,Atlanta,GA,30314,,,,3773,,,,,,,,830,,,WESTVIEW,DR,,,,Atlanta,GA,30314,,,,3773,,,,,,,,88073.02,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,551411,,UniqueId,0,,,,
NULL ADDRESS, Albuquerque, NM,87115, Geological Survey-New Mexico,1449,USCGeocoder,15.6253,1,4.01,,977492fa-6839-4603-b979-60cddaa969bf,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,490.921,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,FlipACoin,,CityCentroid,,,1,35.1055517,-106.6473884,Exact,TwoThousandTen,,200,,90060,0,10740,1030,1,27,1,35,9,Missing,,,,NULL ADDRESS,,,,,,,Albuquerque,NM,87115,,,,,,,,,,NULL ADDRESS,,,,,,,,,,,NULL ADDRESS,,,,,,,Albuquerque,NM,87115,,,,,,,,,,,,,,,,,,,,Albuquerque,NM,,,,,,,,,,,,,490920951,Meters,,SOURCE_CENSUS_2010_PLACES,2010,2000,,placeFp10,0,,,,
Division of Sponsored Programs, Richmond, KY,404753100, Eastern Kentucky University,1450,USCGeocoder,359.3819,1,4.01,,13d2926a-0dee-44a8-b2c9-8b6bcab52003,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2659.491861,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,37.74163295,-84.3029109,Exact,TwoThousandTen,65226,4280,,92912,1,40080,3002,3,106,151,21,2,ResidenceZIPPlus4,,,,,,,,,,,,,40475,,,,3100,,,,,,,,,,,,,,,,,DIVISION OF SPONSORED PROGRAMS,,,,,,,Richmond,KY,40475,,,,3100,,,,,,,,,,,,,,,,,KY,40475,,,,3100,,,,,,,,2659.49,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,31985124,,tlid,0,,,,
NULL ADDRESS, Tucson, AZ,857162508, Gordon Caleb E,1451,USCGeocoder,343.7566,1,4.01,,5984b1ef-9955-4103-935f-32a140c6ba53,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4527.628721,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,32.253125,-110.9224352,Exact,TwoThousandTen,77000,8520,,93570,0,46060,3001,3,18.01,19,4,2,ResidenceZIPPlus4,,,,,,,,,,,,,85716,,,,2508,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Tucson,AZ,85716,,,,2508,,,,,,,,,,,,,,,,,AZ,85716,,,,2508,,,,,,,,4527.63,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,121174809,,tlid,0,,,,
2520 W 237TH ST, Torrance, CA,905055217, INTELLIGENT OPTICAL SYSTEMS INC,1452,USCGeocoder,453.1337,1,4.01,,71e1b4e4-9573-417a-b6a0-8c5eca00965f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5404.450246,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,33.81021798,-118.3300351,Exact,TwoThousandTen,80000,4472,31084,93380,0,31100,2021,2,6511.01,37,6,1,ResidenceStreetAddress,2520,,W,237TH,ST,,,,,,Torrance,CA,90505,,,,5217,,,,,,2520 W 237TH ST,,,,,,,,2520,,W,237TH,ST,,,,,,Torrance,CA,90505,,,,5217,,,,,,,,2520,,W,237th,St,,,,Lomita,CA,90505,,,,5217,,,,,,,,5404.45,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,8487181,,UniqueId,0,,,,
6045 S. Kenwood Avenue, Chicago, IL,606372902, Toyota Technological Institute at Chicago,1453,USCGeocoder,765.6397,1,4.01,,e686c7d4-e4b4-4f89-bb69-005f77aa6f83,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2040.477504,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,41.78449773,-87.59305341,Relaxed,TwoThousandTen,14000,1602,16974,14000,0,16980,1002,1,4202,31,17,1,ResidenceStreetAddress,6045,,S,KENWOOD,AVE,,,,,,Chicago,IL,60637,,,,2902,,,,,,6045 S. Kenwood Avenue,,,,,,,,6045,,S,KENWOOD,AVE,,,,,,Chicago,IL,60637,,,,2902,,,,,,,,6099-6001,,S,Kenwood,Ave,,,,Chicago,IL,60637,,,,,,,,,,Chicago,Cook,2040.48,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,111771883,,tlid,0,,,,
278 Whites Bridge Rd., Standish, ME,40845263, Saint Joseph's College,1454,USCGeocoder,234.3795,1,4.01,,70a73175-3d81-45bc-b675-074e503fcd75,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5447.085926,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,43.82531916,-70.48000881,Relaxed,TwoThousandTen,,730,,73670,0,38860,1020,1,170.02,5,23,1,ResidenceStreetAddress,278,,,WHITES BRIDGE,RD,,,,,,Standish,ME,4084,,,,5263,,,,,,278 Whites Bridge Rd.,,,,,,,,278,,,WHITES BRIDGE,RD,,,,,,Standish,ME,4084,,,,5263,,,,,,,,278-248,,,Whites Bridge,Rd,,,,Standish,ME,4084,,,,,,,,,,Standish,Cumberland,5447.09,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,78019860,,tlid,0,,,,
7000 El Rancho Drive, Sparks, NV,89512, Truckee Meadows Community College University of Nevada,1455,USCGeocoder,531.2602,1,4.01,,83e295b5-cc00-44d7-95a2-1075771d6e5a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,16381291.62,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,39.55289831,-119.8007243,Exact,TwoThousandTen,,4120,,94703,0,39900,4000,4,15.01,31,32,4,ResidenceZIP,7000,,,EL RANCHO,DR,,,,,,Sparks,NV,89512,,,,,,,,,,7000 El Rancho Drive,,,,,,,,7000,,,EL RANCHO,DR,,,,,,Sparks,NV,89512,,,,,,,,,,,,,,,,,,,,,NV,89512,,,,,,,,,,,,16381291.62,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,89512,,zcta5ce10,0,,,,
765 Newman Springs Road, Lincroft, NJ,77381599, Brookdale Community College,1456,USCGeocoder,375.0072,1,4.01,,1d29a467-1564-4aad-9d87-82aabee019de,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,804196.7465,ArealInterpolationGeometricCentroid,Parcel,99.40828402,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,40.32612456,-74.13190454,Relaxed,TwoThousandTen,40320,5602,20764,45990,0,35620,1025,1,8015,25,34,1,ResidenceStreetAddress,765,,,NEWMAN SPRINGS,RD,,,,,,Lincroft,NJ,7738,,,,1599,,,,,,765 Newman Springs Road,,,,,,,,765,,,NEWMAN SPRINGS,RD,,,,,,Lincroft,NJ,7738,,,,1599,,,,,,,,765,,,Newman Springs,Rd,,,,Lincroft,NJ,7738,,,,1543,,,,,,,,804196.75,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,1721912,,UniqueId,0,,,,
1851 East Highway 169, Grand Rapids, MN,557443361, Itasca Community College,1457,USCGeocoder,406.2578,1,4.01,,d95a9331-1dac-4749-bb23-f8b059eceec8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1946.128879,LinearInterpolationAddressRange,StreetSegment,96.44970414,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,47.21208463,-93.51814281,Relaxed,TwoThousandTen,25118,,,25118,,,2103,2,4808.02,61,27,1,ResidenceStreetAddress,1851,,E,169,,,,,,,Grand Rapids,MN,55744,,,,3361,,,,,,1851 East Highway 169,,HWY,,,,,HWY,1851,,E,169,,,,,,,Grand Rapids,MN,55744,,,,3361,,,,,,,,1801-1899,,E,169,,,,,Grand Rapids,MN,55744,,,,,,,,,,Grand Rapids,Itasca,1946.13,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,162933475,,tlid,0,,US Hwy,,
NULL ADDRESS, Cambridge, MA,21385806, Potts Matthew D,1458,USCGeocoder,500.0096,1,4.01,,7c4775e6-c2be-4e79-9687-4e503badf42a,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1357.792923,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,42.37060683,-71.1216678,Exact,TwoThousandTen,11000,1122,15764,11000,0,14460,3010,3,3539,17,25,2,ResidenceZIPPlus4,,,,,,,,,,,,,2138,,,,5806,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Cambridge,MA,2138,,,,5806,,,,,,,,,,,,,,,,,MA,2138,,,,5806,,,,,,,,1357.79,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,87129468,,tlid,0,,,,
University Club, Pittsburgh, PA,152132303, University of Pittsburgh,1459,USCGeocoder,437.5084,1,4.01,,f088f212-9c8d-47c4-a1b7-1e33c2bf31dc,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5729006.696,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,40.44401337,-79.9551696,Exact,TwoThousandTen,61000,6280,,61000,0,38300,1015,1,9822,3,42,4,ResidenceZIP,,,,UNIVERSITY,CLB,,,,,,Pittsburgh,PA,15213,,,,2303,,,,,,University Club,,,,,,,,,,,UNIVERSITY,CLB,,,,,,Pittsburgh,PA,15213,,,,2303,,,,,,,,,,,,,,,,,PA,15213,,,,,,,,,,,,5729006.7,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,15213,,zcta5ce10,0,,,,
6000 COLLEGE STA, Brunswick, ME,40111845, Bowdoin College,1460,USCGeocoder,187.5036,1,4.01,,2e311747-503b-4a6a-ab9a-1baad1f3a198,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,140.718,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,43.89725314,-69.97790157,Exact,TwoThousandTen,8395,6400,,8430,0,38860,1036,1,112.02,5,23,4,ResidenceZIP,6000,,,COLLEGE,STA,,,,,,Brunswick,ME,4011,,,,1845,,,,,,6000 COLLEGE STA,,,,,,,,6000,,,COLLEGE,STA,,,,,,Brunswick,ME,4011,,,,1845,,,,,,,,,,,,,,,,,ME,4011,,,,,,,,,,,,140718166.5,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,4011,,zcta5ce10,0,,,,
400 East Main Street, frankfort, KY,406010000, Kentucky State University,1461,USCGeocoder,218.7542,1,4.01,,5aac83c2-adc8-449a-a388-17d878ecf33f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1543.386241,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,38.19985627,-84.85653297,Relaxed,TwoThousandTen,28900,,,91320,1,23180,3014,3,706,73,21,1,ResidenceStreetAddress,400,,E,MAIN,ST,,,,,,frankfort,KY,40601,,,,0,,,,,,400 East Main Street,,,,,,,,400,,E,MAIN,ST,,,,,,frankfort,KY,40601,,,,0,,,,,,,,400-432,,E,Main,St,,,,Frankfort,KY,40601,,,,,,,,,,Frankfort,Franklin,1543.39,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,97055874,,tlid,0,,,,
One Alpha Drive, Elizabethtown, PA,170222298, Elizabethtown College,1462,USCGeocoder,406.2578,1,4.01,,71c354fe-285e-4085-a4d6-6d1c0445f5f3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,371437.3516,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,40.14996762,-76.59058083,Exact,TwoThousandTen,23016,4000,,23016,0,29540,2003,2,107.02,71,42,1,ResidenceStreetAddress,1,,,ALPHA,DR,,,,,,Elizabethtown,PA,17022,,,,2298,,,,,,One Alpha Drive,,,,,,,,1,,,ALPHA,DR,,,,,,Elizabethtown,PA,17022,,,,2298,,,,,,,,1,,,ALPHA,DR,,,,Maytown,PA,17022,,,,2298,,,,,,,,371437.35,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,2453667,,UniqueId,0,,,,
NULL ADDRESS, Raleigh, NC,276066407, Mangum Chad R,1463,USCGeocoder,281.2554,1,4.01,,cbe1a1be-1fba-4c40-a610-572abb656b36,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2860.356263,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,35.77528012,-78.69234049,Exact,TwoThousandTen,,480,,92612,0,39580,2009,2,524.08,183,37,2,ResidenceZIPPlus4,,,,,,,,,,,,,27606,,,,6407,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Raleigh,NC,27606,,,,6407,,,,,,,,,,,,,,,,,NC,27606,,,,6407,,,,,,,,2860.36,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,72651904,,tlid,0,,,,
320 Porter Avenue, Buffalo, NY,142011032, D'Youville College,1464,USCGeocoder,296.8807,1,4.01,,ab29a9a4-5c27-4dba-ade2-49b295065534,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2892.846268,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.90226574,-78.89045992,Relaxed,TwoThousandTen,11000,1280,,11000,0,15380,3010,3,70,29,36,1,ResidenceStreetAddress,320,,,PORTER,AVE,,,,,,Buffalo,NY,14201,,,,1032,,,,,,320 Porter Avenue,,,,,,,,320,,,PORTER,AVE,,,,,,Buffalo,NY,14201,,,,1032,,,,,,,,300-340,,,Porter,Ave,,,,Buffalo,NY,14201,,,,,,,,,,Buffalo,Erie,2892.85,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,48290233,,tlid,0,,,,
10 STATE ST, WOBURN, MA,18011682, Covalent Associates Incorporated,1465,USCGeocoder,328.1313,1,4.01,,8144d9f8-ddd3-4c6b-b662-40f8d052a314,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6286.107529,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.49980415,-71.14093765,Relaxed,TwoThousandTen,81035,1122,15764,81035,0,14460,3015,3,3335.01,17,25,1,ResidenceStreetAddress,10,,,STATE,ST,,,,,,WOBURN,MA,1801,,,,1682,,,,,,10 STATE ST,,,,,,,,10,,,STATE,ST,,,,,,WOBURN,MA,1801,,,,1682,,,,,,,,Feb-98,,,State,St,,,,Woburn,MA,1801,,,,,,,,,,Woburn,Middlesex,6286.11,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,87174637,,tlid,0,,,,
1122 North High Street, Millville, NJ,83322529, Feather Sensors LLC,1466,USCGeocoder,437.5084,1,4.01,,aaab9cc2-8052-4aba-8d77-4601326713da,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4513.686121,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,39.40824559,-75.03961513,Relaxed,TwoThousandTen,46680,6162,,46680,0,47220,1003,1,301,11,34,1,ResidenceStreetAddress,1122,,N,HIGH,ST,,,,,,Millville,NJ,8332,,,,2529,,,,,,1122 North High Street,,,,,,,,1122,,N,HIGH,ST,,,,,,Millville,NJ,8332,,,,2529,,,,,,,,1100-1198,,N,High,St,,,,Millville,NJ,8332,,,,,,,,,,Millville,Cumberland,4513.69,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,174111949,,tlid,0,,,,
700 COLLEGE STREET, BELOIT, WI,535115509, Beloit College,1467,USCGeocoder,78.1265,1,4.01,,f40b198a-44d2-465f-bc12-4f6f0f9c084e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1611.236924,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.50302318,-89.02964904,Relaxed,TwoThousandTen,6500,3620,,6500,0,27500,1006,1,15,105,55,1,ResidenceStreetAddress,700,,,COLLEGE,ST,,,,,,BELOIT,WI,53511,,,,5509,,,,,,700 COLLEGE STREET,,,,,,,,700,,,COLLEGE,ST,,,,,,BELOIT,WI,53511,,,,5509,,,,,,,,700-798,,,College,St,,,,Beloit,WI,53511,,,,,,,,,,Beloit,Rock,1611.24,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,49873495,,tlid,0,,,,
1900 South Michigan Avenue, Chicago, IL,606161634, The HistoryMakers,1468,USCGeocoder,234.3795,1,4.01,,a2a035e9-0be7-43c3-97f9-2a8d894a8496,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5641.153333,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,41.85667015,-87.62399627,Relaxed,TwoThousandTen,14000,1602,16974,14000,0,16980,2011,2,3301,31,17,1,ResidenceStreetAddress,1900,,S,MICHIGAN,AVE,,,,,,Chicago,IL,60616,,,,1634,,,,,,1900 South Michigan Avenue,,,,,,,,1900,,S,MICHIGAN,AVE,,,,,,Chicago,IL,60616,,,,1634,,,,,,,,1800-1998,,S,Michigan,Ave,,,,Chicago,IL,60616,,,,,,,,,,Chicago,Cook,5641.15,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,111769898,,tlid,0,,,,
1259 Trumansburg Road, Ithaca, NY,148501313, Paleontological Research Institute,1469,USCGeocoder,125.0024,1,4.01,,fd5cbefe-fb70-4c63-b659-13a19b072657,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,26269.1086,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,42.46633325,-76.5369158,Exact,TwoThousandTen,53853,,,38088,0,27060,3011,3,9,109,36,1,ResidenceStreetAddress,1259,,,TRUMANSBURG,RD,,,,,,Ithaca,NY,14850,,,,1313,,,,,,1259 Trumansburg Road,,,,,,,,1259,,,TRUMANSBURG,RD,,,,,,Ithaca,NY,14850,,,,1313,,,,,,,,1259,,,Trumansburg,Rd,,,,Forest Home,NY,14850,,,,1313,,,,,,,,26269.11,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,1890506,,UniqueId,0,,,,
8120 WOODMONT AVE STE 750, BETHESDA, MD,208142762, American Society For Cell Biology,1470,USCGeocoder,343.7566,1,4.01,,9ab7184c-377c-449b-be59-9ba181289679,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3320.551564,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,38.99130366,-77.09682148,Relaxed,TwoThousandTen,7125,8872,13644,90612,0,47900,2003,2,7048.06,31,24,1,ResidenceStreetAddress,8120,,,WOODMONT,AVE,,STE,750,,,BETHESDA,MD,20814,,,,2762,,,,,,8120 WOODMONT AVE STE 750,,,,,,,,8120,,,WOODMONT,AVE,,STE,750,,,BETHESDA,MD,20814,,,,2762,,,,,,,,8120-8298,,,Woodmont,Ave,,,,Bethesda,MD,20814,,,,,,,,,,7,Montgomery,3320.55,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,62065516,,tlid,0,,,,
PO Box 362495, San Juan, PR,9362495, Fundacion Puertorriquena de Conservacion,1471,USCGeocoder,0,1,4.01,,5cba49d7-fb95-4069-86f2-57e66d345a14,10,POBoxZIPCentroid,Success,LOCATION_TYPE_POST_OFFICE_BOX,Meters,ArealInterpolation,417955.0424,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,18.39546256,-66.07377245,Exact,TwoThousandTen,,,,,,,,,,,,5,POBoxZIP,,,,,,,,,,,San Juan,PR,936,,,,2495,,,,,,PO Box 362495,,,,,,,,,,,,,,,,,,San Juan,PR,936,,,,2495,,,,,,,,,,,,,,,,,PR,936,,,,,,,,,,,,417955.04,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,936,,zcta5ce10,0,,,,
237 HIGH ST, MIDDLETOWN, CT,64590241, Wesleyan University,1472,USCGeocoder,234.3795,1,4.01,,8371c6e0-af91-4189-99ab-8fa67c6d31a2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2953.117512,LinearInterpolationAddressRange,StreetSegment,95.41420118,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,41.55576259,-72.65478664,Relaxed,TwoThousandTen,47290,3280,,47360,0,25540,1008,1,5415,7,9,1,ResidenceStreetAddress,237,,,HIGH,ST,,,,,,MIDDLETOWN,CT,6459,,,,241,,,,,,237 HIGH ST,,,,,,,,237,,,HIGH,ST,,,,,,MIDDLETOWN,CT,6459,,,,241,,,,,,,,243-201,,,High,St,,,,Middletown,CT,6457,,,,,,,,,,Middletown,Middlesex,2953.12,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,113889149,,tlid,0,,,,
Sponsored Programs Office, Albany, NY,122460001, SUNY System Administration,1473,USCGeocoder,15.6253,1,4.01,,298f7237-0a27-4b21-9201-c74f3efc6a55,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1194.235443,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,42.64207003,-73.75097315,Exact,TwoThousandTen,1000,160,,1000,0,10580,1020,1,25,1,36,2,ResidenceZIPPlus4,,,,,,,,,,,,,12246,,,,1,,,,,,,,,,,,,,,,,SPONSORED PROGRAMS,,,OFC,,,,Albany,NY,12246,,,,1,,,,,,,,,,,,,,,,,NY,12246,,,,1,,,,,,,,1194.24,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,18345656,,tlid,0,,,,
2033 K STREET NW, Washington, DC,200061002, International Food Policy Research Institute,1474,USCGeocoder,562.5108,1,4.01,,3beba7f3-4a90-4e14-841c-0261bc9e2c7f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1659.217244,ArealInterpolationGeometricCentroid,Parcel,97.63313609,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,38.90303721,-77.04632818,Relaxed,TwoThousandTen,50000,8872,47894,50000,0,47900,1012,1,107,1,11,1,ResidenceStreetAddress,2033,,,K,ST,NW,,,,,Washington,DC,20006,,,,1002,,,,,,2033 K STREET NW,,,,,,,,2033,,,K,ST,NW,,,,,Washington,DC,20006,,,,1002,,,,,,,,2033,,,K,ST,,,,Washington,DC,20006,,,,1002,,,,,,,,1659.22,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,32186,,UniqueId,0,,,,
